Hash,Message,Parent Hashes,Is Merge Commit?,Modified Files
10e9d04c23f52056f8b2f1ad72847cfca1c63f35,"Cache Allocation and Softmax Fixes (#2433)

Co-authored-by: Reza Yazdani <reyazda@microsoft.com>
Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['825f9d488b7c39350b24d5a673425ed73363507c'],False,"['pt_binding.cpp', 'softmax.cu', 'inference_context.h', '__init__.py', 'engine.py', 'replace_module.py', 'transformer_inference.py']"
a47c3e03cf45b2ba0dc29800a47105418cdc91e7,fix accelerate link (#2481),['ffb6d9876254c0ff39bae224c66d2b4f49d391e1'],False,['README.md']
521d329b975de97ec0b52395f02bb32466b8dc35,"Fix CI issues related to cupy install (#2483)

* remove any cupy install when setting up environments

* revert previous changes to run on cu111 runners

* fix for when no cupy is installed

* remove cupy uninstall for workflows not using latest torch version

* update to cu116 for inference tests

* fix pip uninstall line

* move python environment list to after DS install

* remove cupy uninstall

* re-add --forked

* fix how we get cupy version (should be based on nvcc version)",['9cfcf7431a02ad9c75e180e273d82566df6b7e34'],False,"['amd.yml', 'nv-accelerate-v100.yml', 'nv-inference.yml', 'nv-lightning-v100.yml', 'nv-nightly.yml', 'nv-torch-latest-v100.yml', 'nv-torch-nightly-v100.yml', 'nv-torch18-p40.yml', 'nv-torch18-v100.yml', 'nv-transformers-v100.yml', 'setup.py']"
6f77da1bae506cfa54636a03ad74f21d1e90a1ac,"Add `scale_attn_by_inverse_layer_idx` feature (#2486)

* Add scale_attn_by_inverse_layer_idx feature

* Fix layer_id bug

* Fix scaling value

Co-authored-by: Connor Holmes <connorholmes@microsoft.com>
Co-authored-by: Reza Yazdani <44502768+RezaYazdaniAminabadi@users.noreply.github.com>",['d2d1b4c3c7171291711600062fba9ace58a484fa'],False,"['replace_module.py', 'attention.py', 'config.py', 'ds_attention.py', 'moe_inference.py']"
e7e7595502033a8a62612ab8f657395d5912528e,"Stable Diffusion Enhancements (#2491)

Co-authored-by: cmikeh2 <connorholmes@microsoft.com>
Co-authored-by: Jeff Rasley <jerasley@microsoft.com>
Co-authored-by: Reza Yazdani <reyazda@microsoft.com>",['6f77da1bae506cfa54636a03ad74f21d1e90a1ac'],False,"['opt_bias_add.cu', 'pt_binding.cpp', 'spatial_cuda_layers.h', 'gelu.cu', 'layer_norm.cu', 'normalize.cu', 'pt_binding.cpp', 'inference_context.h', 'inference_cuda_layers.h', 'engine.py', 'unet.py', 'vae.py', 'clip_encoder.py', 'ds_transformer.py', '__init__.py', 'replace_module.py', 'replace_policy.py', '__init__.py', '__init__.py', 'bias_add.py', 'diffusers_2d_transformer.py', 'diffusers_attention.py', 'diffusers_transformer_block.py', 'ds_attention.py', '__init__.py', 'spatial_inference.py', 'transformer_inference.py', 'test_nhwc_bias_add.py', 'test_bias_geglu.py', 'test_layer_norm.py']"
be5ec506bd5219adea80bf3ac89678914ec32cd1,"Fix nightly CI tests (#2493)

* fix for lm-eval nightly tests and add gpt-j to MPtest because OOM on single GPU

* add nv-nightly badge",['ee39187d8f07f7efc615f64affa8cc60ccf41eb5'],False,"['nv-nightly.yml', 'README.md', 'test_inference.py']"
06e00f61ce12238ccca1cedbeb1e9391d7199c42,Fix typos: deepseed -> deepspeed (#2499),['f2710bbe1dc19717b3c99e910cb453ea20ae8b08'],False,"['module.py', 'partition_parameters.py', 'large-models-w-deepspeed.md']"
78d4ca1f4bb2f0e8a7f2cfd052b0e7733ab41898,"Deepspeed quantization library v0.1 (#2450)

* Initial commit Deepspeed quantization library

* Match function signatures

* Add Quantization Kernel

* adding offset comparision and precommit changes

* format fixes

* FIle name changes

* pt_binding_changes

* test name change

* Integer quantization, minor refactors

* Add directed test_case

* format fixes

* Move param calculation to constructor of params class

* Use local function and add elemsPerBlock

* change function to be specalized

* sub block reduce

* add new schedule

* Add new schedule test case

* fix illegal writes in sch1

* Style fixes in comments

Co-authored-by: Connor Holmes <connorholmes@microsoft.com>",['d40a15fcf017d0675ca1c4759ea70af6a4f89247'],False,"['custom_cuda_layers.h', 'quantization.h', 'quantization_utils.h', 'reduction_utils.h', 'fake_quantizer.cu', 'pt_binding.cpp', 'quantize.cu', 'quantizer.py', 'test_fake_quantization.py', 'test_quantize.py']"
e59f80549e30db0b6c088fd3bb2289ac98d91510,"Fix backward compatibility for InferenceConfig (#2516)

* Make new InferenceConfig backwards compatible with previous init_inference API

Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['78d4ca1f4bb2f0e8a7f2cfd052b0e7733ab41898'],False,"['nv-accelerate-v100.yml', 'nv-transformers-v100.yml', 'config.py', 'config_utils.py']"
30c8d8a8818ee3585d320469e0777083530a1cc4,Initial dequant library implementation (#2521),['0b265326127bb4faa9658b8ede91615aaf6e3e44'],False,"['dequantization_utils.h', 'quantization.h', 'quantization_utils.h', 'reduction_utils.h', 'dequantize.cu', 'pt_binding.cpp', 'quantize.cu', 'quantizer.py', 'test_dequantize.py', 'test_quantize.py']"
211055216792cbb52ab6d355f698c194f9c55efb,"Fixes for torch 1.14 due to new torch.numel return type (#2522)

* fixes for new torch.numel return type

* address comment",['30c8d8a8818ee3585d320469e0777083530a1cc4'],False,"['profiler.py', 'nccl.py']"
8b4318b950d09d975c62cd8f4285821fa670ce87,Make DS-Inference config readable from JSON (#2537),['57e0a55066f0229ea4bba59c520267643aab792f'],False,"['__init__.py', 'test_inference_config.py']"
c5ee27f737388feaa442d3d7534c8b93d02bbb41,"Add MII tests (#2533)

Adding MII tests to ensure changes to DS-Inference do not break MII",['8b4318b950d09d975c62cd8f4285821fa670ce87'],False,"['nv-mii.yml', 'config.py']"
4abf637f96cd36d450125a38a15d21df1cf0b8db,"Remove mutable default parameter in init_inference() (#2540)

A mutable default value is dangerous because editing it will change the
value for all future calls to the function. The value is itself edited
later in the function, so this problem will likely be encountered sooner
or later.

Co-authored-by: Michael Wyatt <michaelwyatt@microsoft.com>",['c5ee27f737388feaa442d3d7534c8b93d02bbb41'],False,['__init__.py']
90ae6884424232870154b49967c3e61f0db550d6,"Pass down the new DS inference config to replace_transformer_layer. (#2539)

* pass down the new DS inference config to replace_transformer_layer.

* remove quantize_settings and rename the ep_mp_group.

* Fix model_config passing. Fixes gptj issue with wrong output.

* fix small bug in gpt-neo.

Co-authored-by: Reza Yazdani and Michael Wyatt",['5df1eea74272d9fd7e15e8f40044a9cda6187de9'],False,"['config.py', 'engine.py', 'replace_module.py']"
21c28029648df4c98acd6331a8fdc0d29f297fa7,"Adding Gradient Accumulation Data Type Config (#2512)

* Adding gradient accumulation dtype config.

* Switching to new DtypeEnum

* Adding standalone check function, and unit tests

* Variable disambiguation

* Adding checks for unsupported states.

* Updating for PR comments.

* Reorganizing unit test.

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['90ae6884424232870154b49967c3e61f0db550d6'],False,"['config.py', 'constants.py', 'engine.py', 'config-json.md', 'test_ds_initialize.py', 'util.py']"
abe4fc6b55a8e3b78f46479389887f1942cc93cf,"encoded ds config into command line argument when launching child processes in autotuning (#2524)

* rollback ds config changes

* fix format

* Fix error when output_file is a relative path without a prefix (#2397)

Co-authored-by: Benjamin Steenhoek <benjaminjsteenhoek@gmail.com>

* fix restuls and exprs path to use absolute path

* use base64 encoded ds config as cmd arg

* fix format

* remove assert

* write out optimial config after tuning

* fix format

* no need to update ds config path when encoding ds config

* udpate

* do not use abs path for result and expr dir

* fix conflicts

* fix run mode

* fix format

* fix format

Co-authored-by: Benjamin Steenhoek <benjaminjsteenhoek@gmail.com>
Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['340fc0cf1926f4cb721297bd3c4dd1fb11203668'],False,"['autotuner.py', 'config.py', 'scheduler.py', 'config.py', 'engine.py']"
aeda7f9f8c5bdaee318e7b6094279484d41c659c,"Fix invalid check of recorded parameter orders in zero stage3. (#2550)

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['ffcf3846739108b0010de319438b17bb4e70b4c9'],False,['partitioned_param_coordinator.py']
06938835ebf47df6aacab30aa7c0eb049bc5f228,"Support fp32 gradaccum for bf16 model (#2566)

* allow bf16 model with fp32 gradient accumulation datatype

* allow fp32 gradient accumulation and bfloat16 model in amp mode

* alternative fix for grad accumulation type mismatch.  In the case of zero optimizer we should have grad accum type == model data type

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['2d8f3f564ddc1cce2f458546b595dc240034071a'],False,['engine.py']
b8416282072e977fdc0f9c77019852faf586a418,"Drop Maxwell Support (#2574)

* Officially drop Maxwell support

* Formatting

* Comparison mismatch fix",['06938835ebf47df6aacab30aa7c0eb049bc5f228'],False,"['apply_rotary_pos_emb.cu', 'dequantize.cu', 'gelu.cu', 'relu.cu', 'softmax.cu', 'transform.cu', 'builder.py', 'transformer_inference.py']"
35b350b28ca99498edd0d1644ee4dde6247a5409,"Fix quantized-inference & Add generic support of checkpoint loading (#2547)

* fix checkpoint loading when it is a dictionary

* fix some issues with saving ckpt & int8 inference

* fix quantized-inference & add generic support of checkpoint loading

* remove int8 hard-coded flag

* fix mlp return tensors

* fix several issue to load checkpoints of GPT-J, GPT-NEOX, and OPT with different TP-size

* add more comments & description for checkpoint-loading module

Co-authored-by: Michael Wyatt <michaelwyatt@microsoft.com>",['b8416282072e977fdc0f9c77019852faf586a418'],False,"['pt_binding.cpp', 'ds_transformer.py', 'layers.py', 'load_checkpoint.py', 'replace_module.py', 'replace_policy.py', 'ds_attention.py', 'ds_mlp.py']"
731965db330d9ee0d393526412134063dbd3709c,"Fix MegatronLayerPolicy to have megatron_v2=True (#2579)

This PR updates the MegatronLayerPolicy to set megatron_v2=True, which is required in order to properly transpose in the replace_with_policy() function.

After the change in this PR, in conjunction with PR #99 in the Megatron-DeepSpeed fork, the Megatron text-generation example works with DS inference.",['35b350b28ca99498edd0d1644ee4dde6247a5409'],False,['replace_policy.py']
591744eba33f2ece04c15c73c02edaf384dca226,"Support N-dimension input in quantization kernel (#2575)

* Add support for inputs > 2D

* use vec

* Add N-Dim support to Dequant kernel

* merge master and fix format

* Bug Fix

* fix num_bits

* Fix dequant

Co-authored-by: Connor Holmes <connorholmes@microsoft.com>",['18d55e54b0f7d889e34cd2d2dffd50fcf1ba99a0'],False,['pt_binding.cpp']
ccb8eb81fb86c7d2447364854d53fcf02aea56a4,"Add checkpoint sharding unit tests (#2561)

* added checkpopint sharding tests",['591744eba33f2ece04c15c73c02edaf384dca226'],False,"['replace_module.py', 'replace_policy.py', 'state_dict_factory.py', 'test_checkpoint_sharding.py']"
35eabb0a336e7a8e9950a550475ceaebda42066c,Fix issues w. python 3.6 + add py-version checks to CI (#2589),['18713c6838acfa779c2f58e9d97f85be2d592f6b'],False,"['python.yml', 'unet.py', 'replace_module.py', '__init__.py', '__init__.py', 'diffusers_transformer_block.py', 'setup.py']"
ef869377e91660a649d16d8f416841ed9b5dbed3,"DeepSpeed Data Efficiency Library (#2585)

Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['2600db54f9396a8726065954e7aa918c97f4bf7b'],False,"['README.md', 'custom_cuda_layers.h', 'gather_scatter.cu', 'pt_binding.cpp', 'slice_attn_masks.cu', 'token_sort.cu', '__init__.py', 'dropping_utils.py', 'config.py', 'constants.py', 'config.py', 'constants.py', 'curriculum_scheduler.py', '__init__.py', 'basic_layer.py', 'helper.py', 'scheduler.py', 'utils.py', '__init__.py', 'data_analyzer.py', 'data_sampler.py', 'indexed_dataset.py', 'utils.py', 'dataloader.py', 'engine.py', 'engine.py', '_config.yml', 'navigation.yml', 'config-json.md', 'training.md', '2022-12-12-data-efficiency.md', 'curriculum-learning.md', 'data-efficiency.md', 'data_efficiecy_fig0.png', 'data_efficiecy_fig1.png', 'data_efficiecy_fig2.png', 'data_efficiecy_fig3.png', 'index.md', '__init__.py', 'random_ltd.py', 'test_curriculum_learning.py', 'test_data_efficiency.py', 'version.txt']"
acde873cdc1b87f01d26422173da54755bad1208,fix blog link (#2600),['ef869377e91660a649d16d8f416841ed9b5dbed3'],False,"['README.md', 'data-efficiency.md', 'index.md']"
7425a3652e55d532fbdb0540a05c2467c82c8973,"Migrate ops tests to new inference_ops marker (#2599)

* Migrate ops tests to new inference_ops marker

* Disable by default

* Add missing test cases

* Reorder such that inference_ops will run[fail] first",['acde873cdc1b87f01d26422173da54755bad1208'],False,"['nv-inference.yml', 'pytest.ini', 'test_dequantize.py', 'test_fake_quantization.py', 'test_quantize.py', 'test_nhwc_bias_add.py', 'test_bias_add.py', 'test_bias_geglu.py', 'test_bias_gelu.py', 'test_bias_relu.py', 'test_layer_norm.py', 'test_moe_res_matmult.py', 'test_residual_add.py']"
3a3dfe66bb8100978bd38e3605735e15457113a8,"Move layer norm to new schedule (#2590)

* Move layer norm to new schedule

* Pre-commit fixes

* fix comments

* format fixes

* Merge unrolls

* format fixes

* camelCase

* format fixes

* revert unwanted file

* move pow2 function

* format fixes

Co-authored-by: Connor Holmes <connorholmes@microsoft.com>",['7425a3652e55d532fbdb0540a05c2467c82c8973'],False,"['ds_kernel_utils.h', 'quantize.cu', 'layer_norm.cu', 'pt_binding.cpp', 'inference_cuda_layers.h', 'diffusers_transformer_block.py', 'test_layer_norm.py']"
384f17b05bdf2c73fa6b5da66399d8c848779e89,"[deepspeed/autotuner] Bug fix for binary search for batch size (#2162)

* bug fix for binary search for batch size

* fix binary search termination condition",['3a3dfe66bb8100978bd38e3605735e15457113a8'],False,['autotuner.py']
2e596e679d28a660c9a06e38ed8088ecd9e3c730,add fix for older pydantic versions (#2611),['384f17b05bdf2c73fa6b5da66399d8c848779e89'],False,['config_utils.py']
0f0e38c52072cbcb12ed410a0e2704f2723123e2,"fixes #2498 (#2603)

taking gradient accumulation steps into account for throughput calculation

Co-authored-by: Alexander Jipa <azzhipa@amazon.com>
Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['503706ac44f3702f3c890e3b89b59d0bd77933dd'],False,"['engine.py', 'engine.py', 'timer.py', 'test_zero_context.py']"
8c56c25d84764dccf5979cb40a318bc3ccfac31a,[launcher] parse hostfile via regex and added error checks (#2626),['5676f5ec9c68fa18ff015bb5826fb269777b58de'],False,"['runner.py', 'test_run.py']"
6fff50f52b85dda0686bbe365fcc27be986de4a5,"Unit tests setup own venv (#2628)

add reusable workflow that sets up fresh venv for each test and prints relevant environment info",['8c56c25d84764dccf5979cb40a318bc3ccfac31a'],False,"['amd.yml', 'formatting.yml', 'nv-accelerate-v100.yml', 'nv-inference.yml', 'nv-lightning-v100.yml', 'nv-megatron.yml', 'nv-mii.yml', 'nv-nightly.yml', 'nv-torch-latest-v100.yml', 'nv-torch-nightly-v100.yml', 'nv-torch18-p40.yml', 'nv-torch18-v100.yml', 'nv-transformers-v100.yml', 'pre-compile-ops.yml', 'action.yml']"
6273dffc2f192275a08268b683c309a328b52191,Fix typo in autotuner.py (#2639),['11f5daba5e9589880856efec6de733cb84f42d08'],False,['autotuner.py']
a298a43af22b9f971ff63e414887e659980889d9,"[zero-3] Handle forward parameter return correctly in nested cases (#2642)

Co-authored-by: Stas Bekman <stas00@users.noreply.github.com>
Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>
Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['6273dffc2f192275a08268b683c309a328b52191'],False,"['parameter_offload.py', 'test_zero_context.py']"
e0aa84c5b5ea16c2f316ec7c494c60328d179f63,Fix issue w. bloom when changing tp size (#2645),['bb68c526ad2c267dfb235db9c0d0fb1413d19a34'],False,['replace_module.py']
6375cb3f34d9c5c10d56ffb8dad27734cb4d85b0,fix assertion error in zero stage 3 (#2647),['e0aa84c5b5ea16c2f316ec7c494c60328d179f63'],False,['stage3.py']
f2ea7a3818b28e60d689e75635a7c9ad4cd9a805,"[doc] fix `min_loss_scale` default (#2660)

* [doc] fix `min_loss_scale` default

* align",['d9b788d773ce97281ee63064cc99993cb82397e2'],False,['config-json.md']
a091bc223c01e94448f443456a6c15684644b966,"[launcher] fail gracefully if hostname -i doesn't work as expected (#2631)

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['f2ea7a3818b28e60d689e75635a7c9ad4cd9a805'],False,['runner.py']
95d9a1b6c3ec990dd04d02bda3878b1154408f2f,"Fix Opt injection (#2541)

* fix Opt injection & add injection verification check at inference test

* fix several issues

* remove fixture

* remove check_injection when no kerenl is injected

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>
Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['a091bc223c01e94448f443456a6c15684644b966'],False,"['engine.py', 'replace_policy.py', 'test_inference.py']"
9548d48f48a53b97bdbeada374b7f35ad2f1c655,"Abstract accelerator (step 2) (#2560)

* Abstract accelerator (step 2)

* more flex op_builder path for both installation and runtime

* add SpatialInferenceBuilder into cuda_accelerator.py

* use reflection to make cuda_accelerator adapt to CUDA op builder change automatically

* clean up deepspeed/__init__.py

* add comments in cuda_accelerator for no torch path

* Update deepspeed/env_report.py

Change env_report.py according to suggestion

Co-authored-by: Michael Wyatt <mrwyattii@gmail.com>

* reduce the range of try...except for better code clarity

* Add porting for deepspeed/ops/random_ltd/dropping_utils.py

* move accelerator to top directory and create symlink under deepspeed

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>
Co-authored-by: Michael Wyatt <mrwyattii@gmail.com>
Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['95d9a1b6c3ec990dd04d02bda3878b1154408f2f'],False,"['MANIFEST.in', 'MANIFEST_win.in', '__init__.py', 'abstract_accelerator.py', 'cuda_accelerator.py', 'real_accelerator.py', 'aio_bench_perf_sweep.py', 'ds_aio_basic.py', 'ds_aio_handle.py', 'validate_async_io.py', 'accelerator', 'comm.py', 'env_report.py', 'git_version_info.py', 'cpu_adagrad.py', 'cpu_adam.py', 'fused_adam.py', 'fused_lamb.py', 'quantizer.py', 'dropping_utils.py', 'matmul.py', 'bias_add.py', 'diffusers_attention.py', 'diffusers_transformer_block.py', 'ds_attention.py', 'ds_mlp.py', 'moe_inference.py', 'transformer.py', '__init__.py', 'all_ops.py', 'builder_names.py', 'setup.py']"
323c266cfe65f16f522092f1bc84998e04ed7f94,"[Bug Fixed] use torch.cuda.is_available() (#2661)

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['97deaaec5783b85956b7330d0d0b8f94dad92a14'],False,"['fused_optimizer.py', 'unfused_optimizer.py', 'stage3.py', 'stage_1_and_2.py']"
be6d19f0f1d929f8d28df5392be588ad592fde48,"fix  Tensor contiguous bug in model_compression (#2671)

double check the unit tests",['f30a03086189fbc65fd5d1d611ed3ec327debeb5'],False,['helper.py']
a3d7f106f59293c71c02aa1b1b327a6d811e5790,"Add mlflow logging for aml (#2495)

* add logging changes

* try w/out abspath

* undo last change

* start mlflow debug

* remove mlflow from export_envs

* add mlflow logging for reversed

* remove mlflow.start_run

* add back start run

* don't clean cmd

* print os environment variables

* remove first start run

* add run_id to mlflow star

* remove context managers

* move last end run

* add extra parent start_runs

* add run id logging

* add logging to run_ds_config

* change run_id to run_name

* add back context managers and run_id logs

* remove context mng

* debug environment variable

* reset environment variables

* add env variable deletion

* clean up

* remove unused import

* fix yapf/whitespace errors

Co-authored-by: Cheng Li <pistasable@gmail.com>",['89da037e80fc433e91e4480ffc84542936ae6074'],False,['autotuner.py']
cf9e433fd95bdd89b90123b7ab671ba03a591b1e,"fix import path to op_builder (#2687)

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['a3d7f106f59293c71c02aa1b1b327a6d811e5790'],False,['builder.py']
aef8a8560c420fe79bf8340fd544a941e9ae85f8,"Extend quantization utils features (#2683)

* Extend quantization utils features

* remove unwanted files

* fix cahce setting

Co-authored-by: Connor Holmes <connorholmes@microsoft.com>",['e7c14026d3b7a71e8624e5d15c3c4aae1e7b5bb0'],False,"['dequantization_utils.h', 'memory_access_utils.h', 'quantization.h', 'quantization_utils.h', 'dequantize.cu', 'pt_binding.cpp', 'quantize.cu', 'test_quantize.py']"
217cc07bb5984b59da175824e9b91f1982f1ba2e,"[GatheredParameters] add support for any iterator (#2664)

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['aef8a8560c420fe79bf8340fd544a941e9ae85f8'],False,"['partition_parameters.py', 'test_zero_context.py']"
c9c6ab9e32b054136c3a125900d6e2ed937432be,"fix for latest diffusers (#2699)

Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['217cc07bb5984b59da175824e9b91f1982f1ba2e'],False,['diffusers_transformer_block.py']
bf6b9802cd04fba23f627e042682d69e2ae41045,ZeRO3 handling frozen weights] (#2653),['35575bce4e6ac37f49182f640df420f0bd4bade0'],False,"['stage3.py', 'test_zero.py']"
3f210c971590d5d23acc57004330f9ae38001748,"CUDA optional deepspeed ops (#2507)

* CPU-Adam: add compile-flag to enable param-copy from CPU to GPU

* guarde the CUDA-related include files and variables

* remove CUDA dependency from op_builder when building against CPU

* fixing the builder issues

* fix formatting

* return true when there is no mismatch on the cuda version

* guard for when cuda is not available & test with cpu-only environment

* Update cpu_adam and cpu_adagrad

* Format fixes

* Add configurable half precision type; Build/run in CUDA environment

* Run cpu_adam and cpu_adagrad in cpu only environment

* Mark CUDA only unit tests

* CPU environment CI

* Format fixes

* Remove --forked

* Add --forked

* CPU only CI should pass

* Format fixes

* Format fixes

* Remove scattered pytest.skip

* Fix cpu_adam unit test

* Update .github/workflows/nv-torch-latest-cpu.yml

Co-authored-by: Michael Wyatt <michaelwyatt@microsoft.com>

* Update .github/workflows/nv-torch-latest-cpu.yml

Co-authored-by: Michael Wyatt <michaelwyatt@microsoft.com>

* Address PR feedback

* OpenMP linking

* Fix unit tests

Co-authored-by: Reza Yazdani <reyazda@microsoft.com>
Co-authored-by: Reza Yazdani <44502768+RezaYazdaniAminabadi@users.noreply.github.com>
Co-authored-by: Jeff Rasley <jerasley@microsoft.com>
Co-authored-by: Michael Wyatt <michaelwyatt@microsoft.com>",['7d0e4270f615c9c09564f24e742ccc71a924bb2e'],False,"['nv-torch-latest-cpu.yml', 'cpu_adagrad.cpp', 'cpu_adam.cpp', 'cpu_adagrad.h', 'cpu_adam.h', 'builder.py', 'cpu_adagrad.py', 'cpu_adam.py', 'adagrad_test.py', 'adam_test.py', 'common.py', 'test_compression.py', 'test_checkpoint_sharding.py', 'test_cpu_adagrad.py', 'test_cpu_adam.py', 'test_aio.py', 'test_cuda_backward.py', 'test_cuda_forward.py', 'test_flops_profiler.py', 'test_fp16.py', 'test_autocast.py', 'test_ds_config_dict.py', 'test_zero_context.py', 'test_zero_context_ancestry.py', 'test_zero_context_return.py', 'utils.py', 'test_init_on_device.py']"
df2495ca7801a737e9d04bcedd5b0776580b7fa3,remove master branch from CI triggers (#2712),['3f210c971590d5d23acc57004330f9ae38001748'],False,"['amd.yml', 'formatting.yml', 'nv-accelerate-v100.yml', 'nv-inference.yml', 'nv-lightning-v100.yml', 'nv-megatron.yml', 'nv-mii.yml', 'nv-torch-latest-v100.yml', 'nv-torch18-p40.yml', 'nv-torch18-v100.yml', 'nv-transformers-v100.yml', 'python.yml']"
23e5133c353c00f39257b853f5c9a4a69d039009,"update for lm-eval==0.3.0 (#2713)

Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['0b549ad70a8966b5bfd3a0be5da472d8bb05222d'],False,"['nv-nightly.yml', 'requirements-inf.txt', 'test_inference.py']"
8d87c89e4246f50a3ed5c8fadf9269bd348fa83a,"BF16 optimizer for BF16+ZeRO Stage 1 (#2706)

* BF16 optimizer only with ZeRO stage 1.

* Updating to grad accum of fp32 for BF16 ZeRO1 case.

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['23e5133c353c00f39257b853f5c9a4a69d039009'],False,"['engine.py', 'test_ds_initialize.py']"
8df50a269122e85dca2d0b72e98de2763b60e87c,"fix typo (#2718)

Co-authored-by: Jeff Rasley <jerasley@microsoft.com>",['8d87c89e4246f50a3ed5c8fadf9269bd348fa83a'],False,['diffusers_transformer_block.py']
d59b572911d121b4e296c18ccbc4ef3bc2794b15,"Automatic tensor parallelism v2 (#2670)

* loop through pipe.model

* tp_parser first draft

* client_module must be type object

* Simplify layernorm tracking. Add unittest.

* cleanup

* Add more models to unittest

* cleanup inference pytest for merging

* Add unittest

* cleanup

* pre-commit

* unittest id and pytest marker

* try marian for unittest

* precommit

* Move tp code to seperate file

* Add new auto tp file

* pre-commit and type

* Update deepspeed/module_inject/auto_tp.py

Co-authored-by: Michael Wyatt <michaelwyatt@microsoft.com>

* Update deepspeed/module_inject/auto_tp.py

Co-authored-by: Michael Wyatt <michaelwyatt@microsoft.com>

* Update tests/unit/inference/test_inference.py

Co-authored-by: Michael Wyatt <michaelwyatt@microsoft.com>

* remove unused fillmask function

Co-authored-by: Michael Wyatt <michaelwyatt@microsoft.com>",['34a11688c4b3dd98fe23d6222fc4c54e7ac74fe3'],False,"['engine.py', 'auto_tp.py', 'test_inference.py']"
4be8df721ae631264abb62216692c7eb64b49e20,"fixing optimizer sanity check (#2742)

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['d59b572911d121b4e296c18ccbc4ef3bc2794b15'],False,"['engine.py', 'test_ds_initialize.py']"
ddd48b36ac4586d08f747de09e021916569ac5b3,"[GatheredParameters] fix memory leak (#2665)

* [GatheredParameters] fix memory leak

* simplify

* cleanup and move

* style

* Formatting

* fix test

* fix test

* fix test take 2

* Trigger CI

Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>
Co-authored-by: Joe Mayer <114769929+jomayeri@users.noreply.github.com>",['4be8df721ae631264abb62216692c7eb64b49e20'],False,"['partition_parameters.py', 'test_zero.py', 'test_zero_context.py']"
98cc35b6a8e53e15829ce64fd8da835db0c61da9,"Abstract accelerator (step 3) (#2677)

* Integrate accelerator abstraction interface into deepspeed/

* Fix error message in fp16/fused_optimizer

* fix error message in fp16/unfused_optimizer.py

* assign get_accelerator().pin_memory() result to input Tensor name

* no need to check cuda and whether nvtx supported

* move try-except into inner most block

* call Event() and Stream() in get_accelerator() for data type

* Make Stream and Event as properties of abstract interface so they can be used as data type in deepspeed

* Apply op_builder backend api change from #2705 from @jeffra

* fix tests where Builder NAME is used

* keep original ...Builder.NAME interface instead of ...Builder().NAME interface

* fix builder closure for installation

* fix randomltd builder

* add comments to clarify create_op_builder and get_op_builder

* fix compatibility with pip install -e

Co-authored-by: Cheng Li <pistasable@gmail.com>
Co-authored-by: Olatunji Ruwase <olruwase@microsoft.com>",['ddd48b36ac4586d08f747de09e021916569ac5b3'],False,"['abstract_accelerator.py', 'cuda_accelerator.py', 'aio_bench_perf_sweep.py', 'ds_aio_basic.py', 'ds_aio_handle.py', 'validate_async_io.py', 'autotuner.py', 'engine.py', 'multinode_runner.py', 'runner.py', 'clip_encoder.py', 'ds_transformer.py', 'layers.py', 'load_checkpoint.py', 'replace_module.py', 'cpu_adagrad.py', 'cpu_adam.py', 'fused_adam.py', 'fused_lamb.py', 'quantizer.py', 'dropping_utils.py', 'bias_add.py', 'diffusers_attention.py', 'diffusers_transformer_block.py', 'moe_inference.py', 'base.py', 'transformer.py', 'profiler.py', 'checkpointing.py', 'nccl.py', 'data_sampler.py', 'dataloader.py', 'engine.py', 'fused_optimizer.py', 'adam.py', 'lamb.py', 'zoadam.py', 'unfused_optimizer.py', 'engine.py', 'module.py', 'p2p.py', 'partitioned_optimizer_swapper.py', 'partitioned_param_swapper.py', 'pipelined_optimizer_swapper.py', 'utils.py', 'utils.py', 'weight_quantizer.py', 'linear.py', 'parameter_offload.py', 'partition_parameters.py', 'partitioned_param_coordinator.py', 'stage3.py', 'stage_1_and_2.py', 'utils.py', 'nvtx.py', 'timer.py', '__init__.py', 'all_ops.py', 'builder_names.py']"
